"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Title","Sex_label","Survived_label","Pclass_label","side_ship","deck"
"542","0","3","female",9,4,2,31.275,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"543","0","3","female",11,4,2,31.275,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"544","1","2","male",32,1,0,26,"S","Mr","Männlich","Überlebt","2. Klasse",NA,NA
"545","0","1","male",50,1,0,106.425,"C","Mr","Männlich","Gestorben","1. Klasse","Backbord","C"
"546","0","1","male",64,0,0,26,"S","Mr","Männlich","Gestorben","1. Klasse",NA,NA
"547","1","2","female",19,1,0,26,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"548","1","2","male",30,0,0,13.8625,"C","Mr","Männlich","Überlebt","2. Klasse",NA,NA
"549","0","3","male",33,1,1,20.525,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"550","1","2","male",8,1,1,36.75,"S","Master","Männlich","Überlebt","2. Klasse",NA,NA
"551","1","1","male",17,0,2,110.8833,"C","Mr","Männlich","Überlebt","1. Klasse","Backbord","C"
"552","0","2","male",27,0,0,26,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"553","0","3","male",30,0,0,7.8292,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"554","1","3","male",22,0,0,7.225,"C","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"555","1","3","female",22,0,0,7.775,"S","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"556","0","1","male",62,0,0,26.55,"S","Mr","Männlich","Gestorben","1. Klasse",NA,NA
"557","1","1","female",48,1,0,39.6,"C","Lady","Weiblich","Überlebt","1. Klasse","Backbord","A"
"558","0","1","male",30,0,0,227.525,"C","Mr","Männlich","Gestorben","1. Klasse",NA,NA
"559","1","1","female",39,1,1,79.65,"S","Mrs","Weiblich","Überlebt","1. Klasse","Steuerbord","E"
"560","1","3","female",36,1,0,17.4,"S","Mrs","Weiblich","Überlebt","3. Klasse",NA,NA
"561","0","3","male",30,0,0,7.75,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"562","0","3","male",40,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"563","0","2","male",28,0,0,13.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"564","0","3","male",30,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"565","0","3","female",21,0,0,8.05,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"566","0","3","male",24,2,0,24.15,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"567","0","3","male",19,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"568","0","3","female",29,0,4,21.075,"S","Mrs","Weiblich","Gestorben","3. Klasse",NA,NA
"569","0","3","male",30,0,0,7.2292,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"570","1","3","male",32,0,0,7.8542,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"571","1","2","male",62,0,0,10.5,"S","Mr","Männlich","Überlebt","2. Klasse",NA,NA
"572","1","1","female",53,2,0,51.4792,"S","Mrs","Weiblich","Überlebt","1. Klasse","Steuerbord","C"
"573","1","1","male",36,0,0,26.3875,"S","Mr","Männlich","Überlebt","1. Klasse","Steuerbord","E"
"574","1","3","female",21,0,0,7.75,"Q","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"575","0","3","male",16,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"576","0","3","male",19,0,0,14.5,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"577","1","2","female",34,0,0,13,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"578","1","1","female",39,1,0,55.9,"S","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","E"
"579","0","3","female",35,1,0,14.4583,"C","Mrs","Weiblich","Gestorben","3. Klasse",NA,NA
"580","1","3","male",32,0,0,7.925,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"581","1","2","female",25,1,1,30,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"582","1","1","female",39,1,1,110.8833,"C","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","C"
"583","0","2","male",54,0,0,26,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"584","0","1","male",36,0,0,40.125,"C","Mr","Männlich","Gestorben","1. Klasse","Backbord","A"
"585","0","3","male",30,0,0,8.7125,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"586","1","1","female",18,0,2,79.65,"S","Miss","Weiblich","Überlebt","1. Klasse","Backbord","E"
"587","0","2","male",47,0,0,15,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"588","1","1","male",60,1,1,79.2,"C","Mr","Männlich","Überlebt","1. Klasse","Steuerbord","B"
"589","0","3","male",22,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"590","0","3","male",30,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"591","0","3","male",35,0,0,7.125,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"592","1","1","female",52,1,0,78.2667,"C","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","D"
"593","0","3","male",47,0,0,7.25,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"594","0","3","female",21,0,2,7.75,"Q","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"595","0","2","male",37,1,0,26,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"596","0","3","male",36,1,1,24.15,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"597","1","2","female",21,0,0,33,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"598","0","3","male",49,0,0,0,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"599","0","3","male",30,0,0,7.225,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"600","1","1","male",49,1,0,56.9292,"C","Sir","Männlich","Überlebt","1. Klasse","Backbord","A"
"601","1","2","female",24,2,1,27,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"602","0","3","male",30,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"603","0","1","male",30,0,0,42.4,"S","Mr","Männlich","Gestorben","1. Klasse",NA,NA
"604","0","3","male",44,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"605","1","1","male",35,0,0,26.55,"C","Mr","Männlich","Überlebt","1. Klasse",NA,NA
"606","0","3","male",36,1,0,15.55,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"607","0","3","male",30,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"608","1","1","male",27,0,0,30.5,"S","Mr","Männlich","Überlebt","1. Klasse",NA,NA
"609","1","2","female",22,1,2,41.5792,"C","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"610","1","1","female",40,0,0,153.4625,"S","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","C"
"611","0","3","female",39,1,5,31.275,"S","Mrs","Weiblich","Gestorben","3. Klasse",NA,NA
"612","0","3","male",30,0,0,7.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"613","1","3","female",21,1,0,15.5,"Q","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"614","0","3","male",30,0,0,7.75,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"615","0","3","male",35,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"616","1","2","female",24,1,2,65,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"617","0","3","male",34,1,1,14.4,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"618","0","3","female",26,1,0,16.1,"S","Mrs","Weiblich","Gestorben","3. Klasse",NA,NA
"619","1","2","female",4,2,1,39,"S","Miss","Weiblich","Überlebt","2. Klasse","Backbord","F"
"620","0","2","male",26,0,0,10.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"621","0","3","male",27,1,0,14.4542,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"622","1","1","male",42,1,0,52.5542,"S","Mr","Männlich","Überlebt","1. Klasse","Steuerbord","D"
"623","1","3","male",20,1,1,15.7417,"C","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"624","0","3","male",21,0,0,7.8542,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"625","0","3","male",21,0,0,16.1,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"626","0","1","male",61,0,0,32.3208,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","D"
"627","0","2","male",57,0,0,12.35,"Q","Rev","Männlich","Gestorben","2. Klasse",NA,NA
"628","1","1","female",21,0,0,77.9583,"S","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","D"
"629","0","3","male",26,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"630","0","3","male",30,0,0,7.7333,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"631","1","1","male",80,0,0,30,"S","Mr","Männlich","Überlebt","1. Klasse","Steuerbord","A"
"632","0","3","male",51,0,0,7.0542,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"633","1","1","male",32,0,0,30.5,"C","Dr","Männlich","Überlebt","1. Klasse","Backbord","B"
"634","0","1","male",30,0,0,0,"S","Mr","Männlich","Gestorben","1. Klasse",NA,NA
"635","0","3","female",9,3,2,27.9,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"636","1","2","female",28,0,0,13,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"637","0","3","male",32,0,0,7.925,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"638","0","2","male",31,1,1,26.25,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"639","0","3","female",41,0,5,39.6875,"S","Mrs","Weiblich","Gestorben","3. Klasse",NA,NA
"640","0","3","male",30,1,0,16.1,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"641","0","3","male",20,0,0,7.8542,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"642","1","1","female",24,0,0,69.3,"C","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","B"
"643","0","3","female",2,3,2,27.9,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"644","1","3","male",30,0,0,56.4958,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"645","1","3","female",0.75,2,1,19.2583,"C","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"646","1","1","male",48,1,0,76.7292,"C","Mr","Männlich","Überlebt","1. Klasse","Steuerbord","D"
"647","0","3","male",19,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"648","1","1","male",56,0,0,35.5,"C","Col","Männlich","Überlebt","1. Klasse","Backbord","A"
"649","0","3","male",30,0,0,7.55,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"650","1","3","female",23,0,0,7.55,"S","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"651","0","3","male",30,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"652","1","2","female",18,0,1,23,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"653","0","3","male",21,0,0,8.4333,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"654","1","3","female",21,0,0,7.8292,"Q","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"655","0","3","female",18,0,0,6.75,"Q","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"656","0","2","male",24,2,0,73.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"657","0","3","male",30,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"658","0","3","female",32,1,1,15.5,"Q","Mrs","Weiblich","Gestorben","3. Klasse",NA,NA
"659","0","2","male",23,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"660","0","1","male",58,0,2,113.275,"C","Mr","Männlich","Gestorben","1. Klasse","Backbord","D"
"661","1","1","male",50,2,0,133.65,"S","Dr","Männlich","Überlebt","1. Klasse",NA,NA
"662","0","3","male",40,0,0,7.225,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"663","0","1","male",47,0,0,25.5875,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","E"
"664","0","3","male",36,0,0,7.4958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"665","1","3","male",20,1,0,7.925,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"666","0","2","male",32,2,0,73.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"667","0","2","male",25,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"668","0","3","male",30,0,0,7.775,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"669","0","3","male",43,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"670","1","1","female",35,1,0,52,"S","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","C"
"671","1","2","female",40,1,1,39,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"672","0","1","male",31,1,0,52,"S","Mr","Männlich","Gestorben","1. Klasse","Steuerbord","B"
"673","0","2","male",70,0,0,10.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"674","1","2","male",31,0,0,13,"S","Mr","Männlich","Überlebt","2. Klasse",NA,NA
"675","0","2","male",30,0,0,0,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"676","0","3","male",18,0,0,7.775,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"677","0","3","male",24.5,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"678","1","3","female",18,0,0,9.8417,"S","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"679","0","3","female",43,1,6,46.9,"S","Mrs","Weiblich","Gestorben","3. Klasse",NA,NA
"680","1","1","male",36,0,1,512.3292,"C","Mr","Männlich","Überlebt","1. Klasse","Steuerbord","B"
"681","0","3","female",21,0,0,8.1375,"Q","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"682","1","1","male",27,0,0,76.7292,"C","Mr","Männlich","Überlebt","1. Klasse","Steuerbord","D"
"683","0","3","male",20,0,0,9.225,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"684","0","3","male",14,5,2,46.9,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"685","0","2","male",60,1,1,39,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"686","0","2","male",25,1,2,41.5792,"C","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"687","0","3","male",14,4,1,39.6875,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"688","0","3","male",19,0,0,10.1708,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"689","0","3","male",18,0,0,7.7958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"690","1","1","female",15,0,1,211.3375,"S","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","B"
"691","1","1","male",31,1,0,57,"S","Mr","Männlich","Überlebt","1. Klasse","Backbord","B"
"692","1","3","female",4,0,1,13.4167,"C","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"693","1","3","male",30,0,0,56.4958,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"694","0","3","male",25,0,0,7.225,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"695","0","1","male",60,0,0,26.55,"S","Col","Männlich","Gestorben","1. Klasse",NA,NA
"696","0","2","male",52,0,0,13.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"697","0","3","male",44,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"698","1","3","female",21,0,0,7.7333,"Q","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"699","0","1","male",49,1,1,110.8833,"C","Mr","Männlich","Gestorben","1. Klasse","Backbord","C"
"700","0","3","male",42,0,0,7.65,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"701","1","1","female",18,1,0,227.525,"C","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","C"
"702","1","1","male",35,0,0,26.2875,"S","Mr","Männlich","Überlebt","1. Klasse","Backbord","E"
"703","0","3","female",18,0,1,14.4542,"C","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"704","0","3","male",25,0,0,7.7417,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"705","0","3","male",26,1,0,7.8542,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"706","0","2","male",39,0,0,26,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"707","1","2","female",45,0,0,13.5,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"708","1","1","male",42,0,0,26.2875,"S","Mr","Männlich","Überlebt","1. Klasse","Backbord","E"
"709","1","1","female",22,0,0,151.55,"S","Miss","Weiblich","Überlebt","1. Klasse",NA,NA
"710","1","3","male",3.5,1,1,15.2458,"C","Master","Männlich","Überlebt","3. Klasse",NA,NA
"711","1","1","female",24,0,0,49.5042,"C","Miss","Weiblich","Überlebt","1. Klasse","Backbord","C"
"712","0","1","male",30,0,0,26.55,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","C"
"713","1","1","male",48,1,0,52,"S","Mr","Männlich","Überlebt","1. Klasse","Backbord","C"
"714","0","3","male",29,0,0,9.4833,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"715","0","2","male",52,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"716","0","3","male",19,0,0,7.65,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"717","1","1","female",38,0,0,227.525,"C","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","C"
"718","1","2","female",27,0,0,10.5,"S","Miss","Weiblich","Überlebt","2. Klasse","Steuerbord","E"
"719","0","3","male",30,0,0,15.5,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"720","0","3","male",33,0,0,7.775,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"721","1","2","female",6,0,1,33,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"722","0","3","male",17,1,0,7.0542,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"723","0","2","male",34,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"724","0","2","male",50,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"725","1","1","male",27,1,0,53.1,"S","Mr","Männlich","Überlebt","1. Klasse","Backbord","E"
"726","0","3","male",20,0,0,8.6625,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"727","1","2","female",30,3,0,21,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"728","1","3","female",21,0,0,7.7375,"Q","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"729","0","2","male",25,1,0,26,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"730","0","3","female",25,1,0,7.925,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"731","1","1","female",29,0,0,211.3375,"S","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","B"
"732","0","3","male",11,0,0,18.7875,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"733","0","2","male",30,0,0,0,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"734","0","2","male",23,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"735","0","2","male",23,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"736","0","3","male",28.5,0,0,16.1,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"737","0","3","female",48,1,3,34.375,"S","Mrs","Weiblich","Gestorben","3. Klasse",NA,NA
"738","1","1","male",35,0,0,512.3292,"C","Mr","Männlich","Überlebt","1. Klasse","Steuerbord","B"
"739","0","3","male",30,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"740","0","3","male",30,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"741","1","1","male",30,0,0,30,"S","Mr","Männlich","Überlebt","1. Klasse","Steuerbord","D"
"742","0","1","male",36,1,0,78.85,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","C"
"743","1","1","female",21,2,2,262.375,"C","Miss","Weiblich","Überlebt","1. Klasse",NA,"B"
"744","0","3","male",24,1,0,16.1,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"745","1","3","male",31,0,0,7.925,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"746","0","1","male",70,1,1,71,"S","Capt","Männlich","Gestorben","1. Klasse","Backbord","B"
"747","0","3","male",16,1,1,20.25,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"748","1","2","female",30,0,0,13,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"749","0","1","male",19,1,0,53.1,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","D"
"750","0","3","male",31,0,0,7.75,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"751","1","2","female",4,1,1,23,"S","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"752","1","3","male",6,0,1,12.475,"S","Master","Männlich","Überlebt","3. Klasse","Steuerbord","E"
"753","0","3","male",33,0,0,9.5,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"754","0","3","male",23,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"755","1","2","female",48,1,2,65,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"756","1","2","male",0.67,1,1,14.5,"S","Master","Männlich","Überlebt","2. Klasse",NA,NA
"757","0","3","male",28,0,0,7.7958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"758","0","2","male",18,0,0,11.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"759","0","3","male",34,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"760","1","1","female",33,0,0,86.5,"S",NA,"Weiblich","Überlebt","1. Klasse","Steuerbord","B"
"761","0","3","male",30,0,0,14.5,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"762","0","3","male",41,0,0,7.125,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"763","1","3","male",20,0,0,7.2292,"C","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"764","1","1","female",36,1,2,120,"S","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","B"
"765","0","3","male",16,0,0,7.775,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"766","1","1","female",51,1,0,77.9583,"S","Mrs","Weiblich","Überlebt","1. Klasse","Steuerbord","D"
"767","0","1","male",46.5,0,0,39.6,"C","Dr","Männlich","Gestorben","1. Klasse",NA,NA
"768","0","3","female",30.5,0,0,7.75,"Q","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"769","0","3","male",30,1,0,24.15,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"770","0","3","male",32,0,0,8.3625,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"771","0","3","male",24,0,0,9.5,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"772","0","3","male",48,0,0,7.8542,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"773","0","2","female",57,0,0,10.5,"S","Mrs","Weiblich","Gestorben","2. Klasse","Steuerbord","E"
"774","0","3","male",30,0,0,7.225,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"775","1","2","female",54,1,3,23,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"776","0","3","male",18,0,0,7.75,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"777","0","3","male",30,0,0,7.75,"Q","Mr","Männlich","Gestorben","3. Klasse","Backbord","F"
"778","1","3","female",5,0,0,12.475,"S","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"779","0","3","male",30,0,0,7.7375,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"780","1","1","female",43,0,1,211.3375,"S","Mrs","Weiblich","Überlebt","1. Klasse","Steuerbord","B"
"781","1","3","female",13,0,0,7.2292,"C","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"782","1","1","female",17,1,0,57,"S","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","B"
"783","0","1","male",29,0,0,30,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","D"
"784","0","3","male",30,1,2,23.45,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"785","0","3","male",25,0,0,7.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"786","0","3","male",25,0,0,7.25,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"787","1","3","female",18,0,0,7.4958,"S","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"788","0","3","male",8,4,1,29.125,"Q","Master","Männlich","Gestorben","3. Klasse",NA,NA
"789","1","3","male",1,1,2,20.575,"S","Master","Männlich","Überlebt","3. Klasse",NA,NA
"790","0","1","male",46,0,0,79.2,"C","Mr","Männlich","Gestorben","1. Klasse","Backbord","B"
"791","0","3","male",30,0,0,7.75,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"792","0","2","male",16,0,0,26,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"793","0","3","female",21,8,2,69.55,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"794","0","1","male",30,0,0,30.6958,"C","Mr","Männlich","Gestorben","1. Klasse",NA,NA
"795","0","3","male",25,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"796","0","2","male",39,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"797","1","1","female",49,0,0,25.9292,"S","Dr","Weiblich","Überlebt","1. Klasse","Steuerbord","D"
"798","1","3","female",31,0,0,8.6833,"S","Mrs","Weiblich","Überlebt","3. Klasse",NA,NA
"799","0","3","male",30,0,0,7.2292,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"800","0","3","female",30,1,1,24.15,"S","Mrs","Weiblich","Gestorben","3. Klasse",NA,NA
"801","0","2","male",34,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"802","1","2","female",31,1,1,26.25,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"803","1","1","male",11,1,2,120,"S","Master","Männlich","Überlebt","1. Klasse","Backbord","B"
"804","1","3","male",0.42,0,1,8.5167,"C","Master","Männlich","Überlebt","3. Klasse",NA,NA
"805","1","3","male",27,0,0,6.975,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"806","0","3","male",31,0,0,7.775,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"807","0","1","male",39,0,0,0,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","A"
"808","0","3","female",18,0,0,7.775,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"809","0","2","male",39,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"810","1","1","female",33,1,0,53.1,"S","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","E"
"811","0","3","male",26,0,0,7.8875,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"812","0","3","male",39,0,0,24.15,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"813","0","2","male",35,0,0,10.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
